Type,Type_Rowe,Reference,Authors,Year,Title,Journal,Issue,Number,Start,End,Extra,Link_Abstract,Link_PDF,Citations on G Scholar,Abstract_text,Keywords
Theoretical,Explaining,"Li, Y., & Kettinger, W. J. (2006). An evolutionary information-processing theory of knowledge creation. Journal of the Association for Information Systems, 7(9), 593–617.","Li, Y., & Kettinger, W. J. ",2006, An evolutionary information-processing theory of knowledge creation,Journal of the Association for Information Systems,7,9,593,617,,https://aisel.aisnet.org/jais/vol7/iss9/25/,https://pdfs.semanticscholar.org/734e/f89033fd1c0a8bbd9ff355d5d2b5f4147a7e.pdf,34,"Past Information Systems (IS) research on knowledge creation has not adequately accounted for the evolutionary nature of knowledge. Research limitations also exist in depicting the roles of information in the knowledge creation process. These two problems present difficulties for practitioners when attempting to successfully implement Information Technology (IT) to facilitate knowledge creation. Based on a problem-solving paradigm, this research analyzes knowledge creation from both the evolutionary and information-processing perspectives. The resultant theory outlines a process whereby tentative knowledge is generated from varied existing knowledge and applied to a problem, producing information to test the extent to which the problem can be solved. An iterative process continues until the tentative knowledge with the highest potential to solve the problem is found, yielding the information to best meet the goal. This process is further embedded in an organization-wide problem-solving hierarchy where new knowledge is developed via the integration of knowledge elements of sub-problems. By incorporating the evolutionary nature of knowledge, this research provides a deeper understanding of the knowledge creation process and the key determinants of its success. More importantly, by clearly specifying the roles of information in the process, it offers promise in the better design of IT to improve knowledge creation performance. We develop a framework based on this Evolutionary Information-Processing Theory to aid practitioners in IS design."," knowledge  creation,  information  processing,  problem  solving,  evolutionary  epistemology, and organizational memory "
Theoretical,Explaining,"Mathiassen, L., Saarinen, T., Tuunanen, T., & Rossi, M. (2007). A contingency model for requirements development. Journal of the Association for Information Systems, 8(11), 569–597.","Mathiassen, L., Saarinen, T., Tuunanen, T., & Rossi, M. ",2007, A contingency model for requirements development,Journal of the Association for Information Systems,8,11,569,597,,https://aisel.aisnet.org/jais/vol8/iss11/33/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1025.5756&rep=rep1&type=pdf,148,"Drawing upon the requirements and software development literature, the present study proposes an integrative contingency model for requirements development. Based on 116 quality journal articles, we analyze requirements development risks, requirements development techniques, and heuristics for how they are effectively related. Subsequently, we synthesize the insights from the identified literature into a model for requirements development that relates patterns of risk resolution to archetypical risk profiles. The model integrates the literature on requirements and software development; sets the scene for future research; and, finally, proposes how practitioners can manage risks in requirements development projects.",Requirements development; contingency theory; risk management.
Theoretical,Explaining,"Melville, N., Kraemer, K., & Gurbaxani, V. (2004). Review: Information technology and organizational performance: An integrative model of IT business value. MIS Quarterly, 28(2), 283–322.","Melville, N., Kraemer, K., & Gurbaxani, V. ",2004, Review: Information technology and organizational performance: An integrative model of IT business value,MIS Quarterly,28,2,283,322,,https://misq.org/catalog/product/view/id/300,,3742,"Despite the importance to researchers, managers, and policy makers of how information technology (IT) contributes to organizational performance, there is uncertainty and debate about what we know and don't know. A review of the literature reveals that studies examining the association between information technology and organizational performance are divergent in how they conceptualize key constructs and their interrelationships. We develop a model of IT business value based on the resource-based view of the firm that integrates the various strands of research into a single framework. We apply the integrative model to synthesize what is known about IT business value and guide future research by developing propositions and suggesting a research agenda. A principal finding is that IT is valuable, but the extent and dimensions are dependent upon internal and external factors, including complementary organizational resources of the firm and its trading partners, as well as the competitive and macro environment. Our analysis provides a blueprint to guide future research and facilitate knowledge accumulation and creation concerning the organizational performance impacts of information technology.","Business value, competitive advantage, cost reduction, country characteristics, economic impacts, efficiency, industry characteristics, information technology, IT business value, IT payoff, macro environment, performance, productivity, resource-based view"
Theoretical,Explaining,"Miranda, S. M., & Kavan, C. B. (2005). Moments of governance in IS outsourcing: Conceptualizing effects of contracts on value capture and creation. Journal of Information Technology, 20(3), 152–169.","Miranda, S. M., & Kavan, C. B. ",2005, Moments of governance in IS outsourcing: Conceptualizing effects of contracts on value capture and creation,Journal of Information Technology,20,3,152,169,,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000045,https://s3.amazonaws.com/academia.edu.documents/5622746/m_k05.pdf?response-content-disposition=inline%3B%20filename%3DMoments_of_Governance_In_IS_Outsourcing.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIWOWYYGZ2Y53UL3A%2F20191215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20191215T151350Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f7444ba72c114bcb0e06165da9c6f8ba9f1d1659197080ef1fd0d9d718d97937,120,"Research on the governance of IS outsourcing has recognized two moments of governance: the formal outsourcing contract (promissory contract) and post-contractual relationship management (psychological contract). While this research has been prescriptive of contract terms that lead to successful outsourcing, there is need for clarity on what specific governance options are available at each moment of governance and how governance choices at one moment affect those at another, and consequently affect outsourcing outcomes. This paper draws on theoretical and empirical work in the areas of governance and contracts to develop a model of IS outsourcing governance, delineating specific moments of governance (MoG). It describes how the IS outsourcing context circumscribes market, hierarchy, and network governance options that are available at the promissory contract and psychological contract moments. Processes and structures that constitute governance choices at each moment of governance are identified. This analysis of outcomes recognizes an inherent tension in interorganizational relationships: firms’ desire for value capture or efficiency vs their desire for value creation or innovation. We explore how choices in formulating the promissory contract affect the psychological contract, and how psychological contract choices impact value capture and creation. The paper concludes by exploring the implications of the MoG model for practitioners and suggesting areas in which further conceptualization and empirical work may be beneficial.","inter-organizational systems, outsourcing, contract, social capital, organizational governance"
Theoretical,Explaining,"Nazir, S., & Pinsonneault, A. (2012). IT and firm agility: An electronic integration perspective. Journal of the Association for Information Systems, 13(3), 150–171.","Nazir, S., & Pinsonneault, A. ",2012, IT and firm agility: An electronic integration perspective,Journal of the Association for Information Systems,13,3,150,171,,https://aisel.aisnet.org/jais/vol13/iss3/2/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.232.69&rep=rep1&type=pdf,94,"Firms evolving in increasingly turbulent environments need to respond to market threats and opportunities with speed. At the same time, firms implement numerous information technologies (IT) in the hope of streamlining processes and providing managers with unfettered access to information from both within and outside the firm. While research shows how agility and IT contribute to firm performance, the relationship between these two constructs remains relatively unexplored. Using an electronic integration perspective, we develop a framework that addresses this issue. The framework suggests that IT applications affect the two components of agility (sensing and responding) through two types of integration (internal and external). The framework also explains the mediating roles of knowledge exploration, knowledge exploitation, and process coupling. Four propositions are developed and illustrated with different examples. Avenues for future research are developed."," Electronic Integration, Firm Agility, Knowledge Exploitation, Knowledge Exploration, Process Coupling, Sensing, Responding"
Theoretical,Explaining,"Nevo, S., & Wade, M. R. (2010). The formation and value of IT-enabled resources: Antecedents and consequences of synergistic relationships. MIS Quarterly, 34(1), 163–183.","Nevo, S., & Wade, M. R. ",2010, The formation and value of IT-enabled resources: Antecedents and consequences of synergistic relationships,MIS Quarterly,34,1,163,183,,https://aisel.aisnet.org/misq/vol34/iss1/10/,https://www.researchgate.net/profile/Michael_Wade6/publication/220259882_The_Formation_and_Value_of_IT-Enabled_Resources_Antecedents_and_Consequences_of_Synergistic_Relationships/links/563b5c7d08aec6f17dd4c6fa.pdf,506,"This paper informs the literature on the business value of information technology by conceptualizing a path from IT assets—that is, commodity-like or off-the-shelf information technologies—to sustainable competitive advantage. This path suggests that IT assets can play a strategic role when they are combined with organizational resources to create IT-enabled resources. To the extent that relationships between IT assets and organizational resources are synergistic, the ensuing IT-enabled resources are capable of positively affecting firms’ sustainable competitive advantage via their improved strategic potential. This is an important contribution since IT-related organizational benefits have been hard to demonstrate despite attempts to study them through a variety of methods and theoretical lenses. This paper synthesizes systems theory and the resource-based view of the firm to build a unified conceptual model linking IT assets with firm-level benefits. Several propositions are derived from the model and their implications for IS research and practice are discussed.
","Business value of IT, systems theory, resource-based view of the firm, IT-enabled resources, emergent capa-bilities, synergy, strategic potential, compatibility, integrationeffor"
Theoretical,Explaining,"Orlikowski, W. J., & Iacono, C. S. (2001). Research commentary: Desperately seeking the “IT” in IT research – A call to theorizing the IT artifact. Information Systems Research, 12(2), 121–134.","Orlikowski, W. J., & Iacono, C. S. ",2001, Research commentary: Desperately seeking the “IT” in IT research – A call to theorizing the IT artifact,Information Systems Research,12,2,121,134,,https://pubsonline.informs.org/doi/abs/10.1287/isre.12.2.121.9700,http://130.18.86.27/faculty/warkentin/secure/9213/articles/OrlikowskiIacono2001.pdf,2816,"The field of information systems is premised on the centrality of information technology in everyday socio-economic life. Yet, drawing on a review of the full set of articles published in Information Systems Research (ISR) over the past ten years, we argue that the field has not deeply engaged its core subject matter—the information technology (IT) artifact. Instead, we find that IS researchers tend to give central theoretical significance to the context (within which some usually unspecified technology is seen to operate), the discrete processing capabilities of the artifact (as separable from its context or use), or the dependent variable (that which is posited to be affected or changed as technology is developed, implemented, and used). The IT artifact itself tends to disappear from view, be taken for granted, or is presumed to be unproblematic once it is built and installed. After discussing the implications of our findings, we propose a research direction for the IS field that begins to take technology as seriously as its effects, context, and capabilities. In particular, we propose that IS researchers begin to theorize specifically about IT artifacts, and then incorporate these theories explicitly into their studies. We believe that such a research direction is critical if IS research is to make a significant contribution to the understanding of a world increasingly suffused with ubiquitous, interdependent, and emergent information technologies.",Information Systems Research; Information Technology; IT Research; IT Theory; Thecnological Artifacts; Technology Change
Theoretical,Explaining,"Petter, S., DeLone, W., & McLean, E. R. (2013). Information systems success: The quest for the independent variables. Journal of Management Information Systems, 29(4), 7–61.","Petter, S., DeLone, W., & McLean, E. R. ",2013, Information systems success: The quest for the independent variables,Journal of Management Information Systems,29,4,7,61,,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290401,,608,"In 1992, DeLone and McLean suggested that the dependent variable for information systems (IS) research is IS Success. Their research resulted in the widely cited DeLone and McLean (D&M) IS Success Model, in which System Quality, Information Quality, Use, User Satisfaction, Individual Impact, and Organizational Impact are distinct, but related dimensions of IS success. Since the original IS Success Model was published, research has developed a better understanding of IS success. Meanwhile, comprehensive and integrative research on the variables that influence IS success has been lacking. Therefore, we examine the literature on the independent variables that affect IS success. After examining over 600 articles, we focused our attention on integrating the findings of over 140 studies. In this research, we identify 43 specific variables posited to influence the different dimensions of IS success, and we organize these success factors into five categories based on the Leavitt Diamond of Organizational Change: task characteristics, user characteristics, social characteristics, project characteristics, and organizational characteristics. Next, we identify 15 success factors that have consistently been found to influence IS success: Enjoyment, Trust, User Expectations, Extrinsic Motivation, IT Infrastructure, Task Compatibility, Task Difficulty, Attitudes Toward Technology, Organizational Role, User Involvement, Relationship with Developers, Domain Expert Knowledge, Management Support, Management Processes, and Organizational Competence. Finally, we highlight gaps in our knowledge of success factors and propose a road map for future research.","independent variables, IS success, research integration, success determinants, success factors"
Theoretical,Explaining,"Piccoli, G., & Ives, B. (2005). Review: IT-dependent strategic initiatives and sustained competitive advantage: A review and synthesis of the literature. MIS Quarterly, 29(4), 747–776.","Piccoli, G., & Ives, B. ",2005, Review: IT-dependent strategic initiatives and sustained competitive advantage: A review and synthesis of the literature,MIS Quarterly,29,4,747,776,,https://www.jstor.org/stable/pdf/25148708.pdf?seq=1,https://s3.amazonaws.com/academia.edu.documents/32991494/A2.pdf?response-content-disposition=inline%3B%20filename%3DPiccoli_and_Ives_IT-Dependent_Strategic.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIWOWYYGZ2Y53UL3A%2F20191215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20191215T151854Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f1156c6d2f2ed8621c3212abd3ded4a9f1c0d34350dce5b31de1a660ee58617a,826,"The role of information systems in the creation and appropriation of economic value has a long tradition of research, within which falls the literature on the sustainability of IT-dependent competitive advantage. In this article, we formally define the notion of IT-dependent strategic initiative and use it to frame a review of the literature on the sustain- ability of competitive advantage rooted in information systems use. We offer a framework that articulates both the dynamic approach to IT-dependent strategic advantage currently receiving attention in the literature and the underlying drivers of sustainability. This framework models how and why the characteristics of the IT-dependent strategic initiative enable sustained competitive advantage, and how the determinants of sustainability are developed and strengthened over time. Such explanation facilitates the pre-implementation analysis of planned initiatives by innovators, as well as the post-implementation evaluation of existing initiatives so as to identify the basis of their sustainability.

In carrying out this study, we examined the interdisciplinary literature on strategic information systems. Using a structured methodology, we reviewed the titles and abstracts of 648 articles drawn from information systems, strategic management, and marketing literature. We then examined and individually coded a relevant subset of 117 articles. The literature has identified four barriers to erosion of competitive advantage for IT-dependent strategic initiatives and has surfaced the structural determinants of their magnitude. Previous work has also begun to theorize about the process by which these barriers to erosion evolve over time. Our review reveals that significant exploratory research and theoretical development have occurred in this area, but there is a paucity of research providing rigorous tests of theoretical propositions.

Our work makes three principal contributions. First, it formalizes the definition of IT-dependent strategic initiative. Second, it organizes the extant interdisciplinary research around an integrative framework that should prove useful to both research and practice. This framework offers an explanation of how and why IT-dependent strategic initiatives contribute to sustained competitive advantage, and explains the process by which they evolve over time. Finally, our review and analysis of the literature offers the basis for future research directions.","Strategic information systems, sustainable competitive advantage, competitive advantage, strategic agility, IT-dependent strategic initiatives"
Theoretical,Explaining,"Polites, G. L., & Karahanna, E. (2013). The embeddedness of information systems habits in organizational and individual level routines: Development and disruption. MIS Quarterly, 37(1), 221–246.","Polites, G. L., & Karahanna, E. ",2013, The embeddedness of information systems habits in organizational and individual level routines: Development and disruption,MIS Quarterly,37,1,221,246,,https://www.jstor.org/stable/43825944?seq=1,,110,"Despite recent interest in studying information system habits, our understanding of how these habits develop and operate in an organizational context is still limited. Within organizations, IS habits may develop over long periods of time andare typically embedded within larger, frequently practiced, higher-level work routines or task sequences. When new systems are introduced for the purpose of at least partially replacing incumbent systems, existing IS habits embedded in these routines may inhibit adoption and use of the new systems. Therefore, understanding how work-related IS habits form, how they enable and inhibit behavior, and how they can be disrupted or encouraged requires that we examine them within the context of organizational and individual level work routines. The current study integrates psychology and organizational behavior literature on cognitive scripts and work routines to examine IS habits as they occur embedded within larger, more complex task sequences. The objective of the paper is to contribute to the IS habit literature by (1) situating IS habits within the context of their associated work routines and task sequences, and (2) providing a theoretical understanding of how incumbent system habits can be disrupted, and how development of new system habits can be encouraged, within this context. We draw from extant research in psychology, organizational behavior, and consumer behavior to offer propositions about context-focused organizational interventions to break, or otherwise discourage, the continued performance of incumbent system habits and to encourage the development of new system habits. Specifically, our theoretical development includes script disruption techniques, training-in-context, and performance goal suspension as organizational interventions that disrupt incumbent system habits. We further theorize how stabilizing contextual variables associated with modified work routines can facilitate the development of new system habits. The paper concludes by discussing the importance of combining intervention strategies to successfully disrupt incumbent system habits and encourage development of new system habits and thus facilitate adoption of new systems.","IS Habit, automaticity, organizational routines, cognitive scripts, environmental triggers, context change, habit disruption, incumbent system"
Theoretical,Explaining,"Sambamurthy, V., Bharadwaj, A., & Grover, V. (2003). Shaping agility through digital options: Reconceptualizing the role of information technology in contemporary firms. MIS Quarterly, 27(2), 237–263.","Sambamurthy, V., Bharadwaj, A., & Grover, V. ",2003, Shaping agility through digital options: Reconceptualizing the role of information technology in contemporary firms,MIS Quarterly,27,2,237,263,,https://misq.org/catalog/product/view/id/796/category/5,,2931,"Agility is vital to the innovation and competitive performance of firms in contemporary business environments. Firms are increasingly relying on information technologies, including process, knowledge, and communication technologies, to enhance their agility. The purpose of this paper is to broaden understanding about the strategic role of IT by examining the nomological network of influences through which IT impacts firm performance. By drawing upon recent thinking in the strategy, entrepreneurship, and IT management literatures, this paper uses a multitheoretic lens to argue that information technology investments and capabilities influence firm performance through three significant organizational capabilities (agility, digital options, and entrepreneurial alertness) and strategic processes (capability-building, entrepreneurial action, and coevolutionary adaptation). We also propose that these dynamic capabilities and strategic processes impact the ability of firms to launch many and varied competitive actions and that, in turn, these competitive actions are a significant antecedent of firm performance. Through our theorizing, we draw attention to a significant and reframed role of IT as a digital options generator in contemporary firms.","IT competence, strategic agility, digital options, process capital, knowledge capital"
Theoretical,Explaining,"Sarker, S., Valacich, J. S., & Sarker, S. (2005). Technology adoption by groups: A valence perspective. Journal of the Association for Information Systems, 6(2), 37–71.","Sarker, S., Valacich, J. S., & Sarker, S. ",2005, Technology adoption by groups: A valence perspective,Journal of the Association for Information Systems,6,2,37,71,,https://aisel.aisnet.org/jais/vol6/iss2/3/,https://pdfs.semanticscholar.org/9028/1a407526c4337804d40e6b3fa17d44c5a046.pdf,99,"While past research has contributed to an understanding of how organizations or individuals adopt technologies, little is known about how such adoption occurs in groups. Given the widespread acknowledgment that organizations are moving to group-based structures and that groups often utilize technologies for performing their tasks, it is critical that we understand how such collective social entities adopt technologies. Such an understanding can better guide investment and implementation decisions. In this paper, we draw on existing literature about groups, technology characteristics, and valence to conceptualize a model of technology adoption by groups (referred to as the TAG model). We view the TAG phenomenon as a process of communication and negotiation in which analytically distinct factors-such as the individual members' a priori attitudes toward the technology, the majority subgroup's opinion, high-status members' opinions, substantive conflict, and relevant characteristics of the technology play an important role. We develop several theoretical propositions regarding the nature of the contribution of these factors toward an adoption decision and discuss measurement tradeoffs and guidelines.","technology  adoption  by  groups  (TAG),  technology  acceptance,  information  systems   implementation,   valence,   conflict,   high-status   member   influence,   majority   influence, group process, IT characteristics"
Theoretical,Explaining,"Shankar, V., Urban, G. L., & Sultan, F. (2002). Online trust: A stakeholder perspective, concepts, implications, and future directions. The Journal of Strategic Information Systems, 11(3/4), 325–344.","Shankar, V., Urban, G. L., & Sultan, F. ",2002," Online trust: A stakeholder perspective, concepts, implications, and future directions",The Journal of Strategic Information Systems,11,03/04/19,325,344,,https://www.sciencedirect.com/science/article/abs/pii/S0963868702000227,http://uploadi.www.ris.org/editor/1233300175knjiga%20online%20trust.pdf,849,"Online trust is important in both business-to-business and business-to-consumer e-business. Consumers and businesses, feeling the pressure of economic downturn and terrorism, increasingly look to buy from and do business with organizations with the most trusted Web sites and electronic networks. Companies' perception of online trust has steadily evolved from being a construct involving security and privacy issues on the Internet to a multidimensional, complex construct that includes reliability/credibility, emotional comfort and quality for multiple stakeholders such as employees, suppliers, distributors and regulators, in addition to customers. Further, trust online spans the end-to-end aspects of e-business rather than being just based on the electronic storefront. Based on a review of selected studies, we propose a stakeholder theory of trust, articulate a broad conceptual framework of online trust including its underlying elements, antecedents, and consequences, and propose some promising future research avenues in online trust. This paper will help information systems professionals better understand the online trust perspectives of multiple stakeholders, the antecedents and consequences, thereby enabling them to build more trustworthy Web sites.","e-Commerce
e-Business
Trust
Privacy
Security
Relationship management"
Theoretical,Explaining,"Srivardhana, T., & Pawlowski, S. D. (2007). ERP systems as an enabler of sustained business process innovation: A knowledge-based view. The Journal of Strategic Information Systems, 16(1), 51–69.","Srivardhana, T., & Pawlowski, S. D. ",2007, ERP systems as an enabler of sustained business process innovation: A knowledge-based view,The Journal of Strategic Information Systems,16,1,51,69,,https://www.sciencedirect.com/science/article/abs/pii/S0963868707000042,,216,"This research examines the relationship between ERP systems and innovation from a knowledge-based perspective. Building upon the multi-dimensional conceptualization of absorptive capacity by Zahra and George [Zahra, S.A., George, G., 2002. Absorptive capacity: a review, reconceptualization, and extension. Academy of Management Journal 27 (2), 185–203], a theoretical framework is developed to specify the relationships between ERP-related knowledge impacts and potential/realized absorptive capacity for business process innovation. The implication of the knowledge-based analysis in this paper is that ERP systems present dialectical contradictions, both enabling and constraining business process innovation. The model highlights areas where active management has potential to enhance the capabilities of a firm for sustained innovation of its business processes. Future research directions are also outlined.","Enterprise resource planning systems
Absorptive capacity
Business process innovation"
Theoretical,Explaining,"Sun, Y., Lim, K. H., & Peng, J. Z. (2013). Solving the distinctiveness - blindness debate: A unified model for understanding banner processing. Journal of the Association for Information Systems, 14(2), 49–71.","Sun, Y., Lim, K. H., & Peng, J. Z. ",2013, Solving the distinctiveness - blindness debate: A unified model for understanding banner processing,Journal of the Association for Information Systems,14,2,49,71,,https://aisel.aisnet.org/jais/vol14/iss2/2/,https://www.researchgate.net/profile/Yongqiang_Sun/publication/286019563_Solving_the_Distinctiveness_-_Blindness_Debate_A_Unified_Model_for_Understanding_Banner_Processing/links/569a226a08aea1476947143e.pdf,24,"Online designers have widely adopted banners as a popular online advertising format. However, because of their low click-through rates, marketers have recently questioned the effectiveness of banners. A phenomenon called “banner blindness” suggests that salient stimuli, such as banners, are often missed by Internet users. This contradicts the distinctiveness view, which argues that salient stimuli are more likely to attract a user’s attention and enhance the click-through rate. To solve this debate, we develop a research framework to explain from an evolutionary perspective how the banner processing mode evolves. More specifically, we develop a process model that shows the transitions between three banner processing modes – automatic salience capture, controlled salience suppression, and automatic salience suppression. In addition, a unified variance model is proposed to solve the distinctiveness – blindness debate. Specifically, we propose that the habituation level and the task type can moderate the effects of structural factors and semantic factors on attention. We also discuss empirical strategies for examining the model and future research.","  Banner Blindness, Distinctiveness View, Attention, Evolutionary Perspective, Advertising Value, Dual Processing Theory, Habituation."
Theoretical,Explaining,"Tan, C., & Sia, S. K. (2006). Managing flexibility in outsourcing. Journal of the Association for Information Systems, 7(4), 179–206.","Tan, C., & Sia, S. K. ",2006, Managing flexibility in outsourcing,Journal of the Association for Information Systems,7,4,179,206,,https://aisel.aisnet.org/jais/vol7/iss4/10/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.839.4717&rep=rep1&type=pdf,128,"In recent years, outsourcing has gained considerable management attention. However, the benefits of outsourcing are not without concessions. One major risk is losing the flexibility to change the extent, nature, or scope of the outsourced business services, and such flexibility is strategically imperative in today's dynamic business environment. This paper seeks to clarify the multi-dimensional notion of flexibility in outsourcing by examining robustness, modifiability, new capability, and ease of exit. Adapting from Evans (1991), we also develop a framework to classify existing practices in managing outsourcing flexibility. We go beyond contractual provision to surface a portfolio of pre-emptive, protective, exploitive, and corrective maneuvers. These strategic maneuvers map well to traditional notions in coordination theory, both in advanced structuring through loose coupling and dependency diversification, and in dynamic adjustment through proactive sensing and reactive adapting. We put forward a set of propositions hypothesizing the relationships between the various strategic maneuvers and the different dimensions of outsourcing flexibility, and discuss the moderating impact of such maneuvers on outsourcing success. We hope the greater conceptual clarity will not only contribute to the effectiveness of outsourcing management but also spawn a new research agenda on outsourcing flexibility."," flexibility, outsourcing, coordination theory, outsourcing success"
Theoretical,Explaining,"Te’eni, D. (2001). Review: A cognitive-affective model of organizational communication for designing IT. MIS Quarterly, 25(2), 251–312.","Te’eni, D. ",2001, Review: A cognitive-affective model of organizational communication for designing IT,MIS Quarterly,25,2,251,312,,https://aisel.aisnet.org/misq/vol25/iss2/5/,https://pdfs.semanticscholar.org/640a/9f2b478b9cf2cdf78dc079f12548c9e6335d.pdf?_ga=2.231817439.110505460.1576427890-2114101758.1576133783,593,"There are several theories available to describe how managers choose a medium for communication. However, current technology can affect not only how we communicate but also what we communicate. As a result, the issue for designers of communication support systems has become broader: how should technology be designed to make communication more effective by changing the medium and the attributes of the message itself? The answer to this question requires a shift from current preoccupations with the medium of communication to a view that assesses the balance between medium and message form. There is also a need to look more closely at the process of communication in order to identify more precisely any potential areas of computer support. This paper provides the spadework for a new model of organizational communication, and uses it to review existing research, as well as to suggest directions for future research and development. Beginning with the crucial aspects of action, relationship, and choice, an integrated model of how people communicate is developed. This model incorporates three basic factors: (1) inputs to the communication process (task, sender-receiver distance, and values and norms of communication with a particular emphasis on inter-cultural communication); (2) a cognitive-affective process of communication; and (3) the communication impact on action and relationship. The glue that bonds these factors together is a set of communication strategies aimed at reducing the complexity of communication. The model provides a balance between relationship and action, between cognition and affect, and between message and medium. Such a balance has been lacking in previous work, and we believe it reflects a more realistic picture of communication behavior in organizations. A set of propositions generated from the model sets an agenda for studying the communication process as well as its inputs and outputs. Furthermore, this knowledge of the mechanisms that guide behavior is used to demonstrate the potential for developing design principles for future communication support systems.","Organizational    communication,communication   complexity,   cognition,   affect,organizational memory, design"
Theoretical,Explaining,"Trkman, P., & Desouza, K. C. (2012). Knowledge risks in organizational networks: An exploratory framework. The Journal of Strategic Information Systems, 21(1), 1–17.","Trkman, P., & Desouza, K. C. ",2012, Knowledge risks in organizational networks: An exploratory framework,The Journal of Strategic Information Systems,21,1,1,17,,https://www.sciencedirect.com/science/article/abs/pii/S0963868711000552,,138,"In a networked environment, it is essential for organizations to share knowledge among themselves if they want to achieve the global objectives such as collaborative innovation and increased effectiveness and efficiency of operations. However, sharing knowledge is not risk-free. An organization might lose its competitive edge if it shares too much or certain key knowledge. In addition, an organization might suffer if its intellectual property is improperly handled by its business partners. While the literature has touted the value of knowledge sharing within networks, there is a conspicuous absence of studies examining the risks of sharing knowledge. To address this gap, we develop an exploratory framework that categorizes knowledge-sharing risks across multiple dimensions. Such a framework is a structured approach to knowledge risk management and complements the practice-based approach to knowledge risk management that is presented in (Marabelli and Newell, 2012). Our framework outlines the various kinds of knowledge risks that organizations are facing. We use a combination of knowledge-based and transaction cost theories to show how knowledge risk impacts knowledge transfer among entities in the network, the whole network, and the risk mitigation options.","Organizational networks
Knowledge
Knowledge sharing
Risk management
Management frameworks
Transaction cost economics"
Theoretical,Explaining,"Veiga, J. F., Floyd, S., & Dechant, K. (2001). Towards modelling the effects of national culture on IT implementation and acceptance. Journal of Information Technology, 16(3), 145–158.","Veiga, J. F., Floyd, S., & Dechant, K. ",2001, Towards modelling the effects of national culture on IT implementation and acceptance,Journal of Information Technology,16,3,145,158,,https://link.springer.com/article/10.1080/02683960110063654,https://www.researchgate.net/profile/John_Veiga/publication/233264084_Towards_modeling_the_effects_of_national_culture_on_IT_implementation_and_acceptance/links/02e7e53b6e05757536000000.pdf,309,"Two of the most significant forces shaping organizations are globalization and the continued, rapid and, some would say, radical changes taking place in information technology (IT). To date, the extant literature has centred on the technology acceptance model (TAM) because it is arguably one of the most widely cited and influential models used for explaining the acceptance of IT. However, this literature has remained relatively silent with respect to the role that differences in national culture might play in IT acceptance as globalization continues. In order to begin to address this deficit, this paper offers a series of research propositions that explore the potential impact of differences in national culture on IT implementation and acceptance. Specifically, the paper explores the effects of culturally induced beliefs – including individualism–collectivism, uncertainty avoidance, long-/short-term orientation and power distance – on the implementation processes that impact on key variables in the TAM. The paper then discusses the potential importance of the revisions it has made for both researchers interested in employing the model for predicting IT acceptance in cross-cultural contexts and for managers faced with introducing new IT in a global organization.",
Theoretical,Explaining,"Vessey, I., & Ward, K. (2013). The dynamics of sustainable IS alignment: The case for IS adaptivity. Journal of the Association for Information Systems, 14(6), 283–311.","Vessey, I., & Ward, K. ",2013, The dynamics of sustainable IS alignment: The case for IS adaptivity,Journal of the Association for Information Systems,14,6,283,311,,https://aisel.aisnet.org/jais/vol14/iss6/2/,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1648&context=jais,85,"Our research addresses one of the most vexing issues in IS, that of how IS alignment occurs. Even more vexing, and largely unaddressed, is the issue of sustainable IS alignment. We address sustainable IS alignment as a dynamic, multi-faceted, and non-deterministic process based on the complexity theory worldview. The complexity theory worldview conceives of organizations and IS as complex adaptive systems (CAS) that co-evolve over time. Sustainable IS alignment results when an organization’s complex adaptive IS adapt to remain in alignment with the constantly-changing (that is, evolving) organization’s goals. Our co-evolutionary theory of IS alignment links bottom-up, emergent processes that foster adaptivity with top-down, formal organizational processes essential to established organizations. We illustrate the theory by applying it to the co-evolution and therefore adaptation of enterprise architectures and IS development projects. Our research on the role of co-evolution in sustainable IS alignment contributes to IS research in general and to prior research on IS alignment in particular, and has implications for achieving sustainable IS alignment. We believe that portraying organizations and their IS as complex adaptive systems that co-evolve provides both research and practice with a way to move forward in their endeavors to realize the potential benefits from using IS to enable businesses.","  Complexity Theory Worldview, Sustainable IS  Alignment, Complex Adaptive Systems, Co-Evolution, Self-Organization, Emergence."
